"blockNumber","transactionHash","logIndex","address","event","agentId","clientAddress","indexedTag1","feedbackIndex","value","valueDecimals","tag1","tag2","endpoint","feedbackURI","feedbackHash"
"24341987","0x179ddb9485e5c940e716f60353cfc839d003ed5e3491f246d08c556cb7cafa6a","240","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x534Bd92fE6BeF30660477c9C49ab5090346CF200","0xa8dae9b555011d119186698e9c3ac10ea4db14c9780aa0d040dd47e9bfc6f41f","1","90","0","Good","Good","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342012","0xa0ad80ad3c97d940b633837cd3a79408062f26b304f0646930ee37bc4e98a597","472","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0xF9D1D63F362bBF1EE08aB9AcB36fe74aFC48d5f1","0x82691774c60aa33ce2325a6a3b47912cef6f9277bb53f87bd2527ef06f75456b","1","100","0","defai","erc8004","","ipfs://QmaSAzpTi64M2ZfYLWz5MxcG6FCVSNzQ9dDwAQSUAnSxD5","0xcab114f87dd73e39e9af6044f72adbb12e5f06ffb73444a2741a980435bae8fb"
"24342046","0x0fe96d968ebefe7c37b03041aa60fb7784e77b2b83e19ecf70f21273456ebcde","208","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0x831A97E402955EFB4C72E96B80490A4E45a1D02c","0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6","1","100","0","x402","erc8004","","ipfs://QmcH3XDJ8uNHtSonTFbbgkeboe8mi2dEnskFtTdUv7sMmU","0xbf446d78268c3a98df13e5abcfd6097d955fef4e1574eebaba9c512f2a908dc8"
"24342098","0x84e689e3281dc0af8c6b9cd50e5a9ad62f1e9f0049a8b4fb13b244f6fa1d4b17","1127","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9402","0x88a4811d2a888528c442bB8dEc8EB8e2A84D4200","0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470","1","100","0","","","","data:application/json;base64,eyJjb21tZW50IjoiT25lIG9mIHRoZSBtb3N0IHVzZWZ1bCBhZ2VudHMgb24gWCEiLCJzY29yZSI6MTAwLCJ0YWcxIjpudWxsLCJ0YWcyIjpudWxsLCJ0aW1lc3RhbXAiOjE3Njk3MDg4MTAyMjgsInZlcnNpb24iOiIxLjAifQ==","0xf4bd71f869645c8c31d8205b3cfd39fd1b9ecfb55aa58979dfd18299f4d824c2"
"24342135","0x93b0e93a5742d43367a9efcd19b5ce8cd44d7b5ce58eeaa7163d79177b545fd3","827","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0x2D9C94d1Ad2878ed419b0258375d5cF2f84aaC7a","0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6","1","100","0","x402","defai","","data:application/json;base64,eyJjb21tZW50IjoiSXQncyB0aGUgYmVzdCBBSSBBZ2VudCBJJ3ZlIHVzZSIsInNjb3JlIjoxMDAsInRhZzEiOiJ4NDAyIiwidGFnMiI6ImRlZmFpIiwidGltZXN0YW1wIjoxNzY5NzA5MjUzNDEyLCJ2ZXJzaW9uIjoiMS4wIn0=","0xb657f8d60f0c453286078c4376e3c7f42912d747de7a8f2074d5599f61b7c348"
"24342215","0x127feec6260e1e9671abfd09fae4c9aa417b34b83d5ed4ad38cca1c71e662807","304","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x89C163d7624186e0F9a3b25eFC275B57B9A28022","0x0c64da3764320ce6d9d2191635f418a025b0d4357e8329a8d9baf5bf3ff05d5b","1","100","0","helpful","","","data:application/json;base64,eyJjb21tZW50IjoiQmVzdCBhZ2VudCBvbiBBQ1AhIiwic2NvcmUiOjEwMCwidGFnMSI6ImhlbHBmdWwiLCJ0YWcyIjpudWxsLCJ0aW1lc3RhbXAiOjE3Njk3MTAyMjE3MjQsInZlcnNpb24iOiIxLjAifQ==","0x9d20212a603cda107552e6c583c1dc7d7456f8189a766f72adfa20158bc2d823"
"24342232","0x4133b4a6d522c87721f48fdbddb51dc2f01ef1fa58de949d4ac2bffe60a23775","336","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x5aC69C26a15CfaAeB066043Dcc932F7D01FAF182","0xb97736c8d796f237d6cea6fcf3f5a2e7c5950dfcba16d89da0160eb0511b8fee","1","100","0","Smart","SOTA","","data:application/json;base64,eyJjb21tZW50IjoidGhlIGJlc3QgY3J5cHRvIEFJIGFnZW50IGkndmUgZXZlcnkgdXNlZCIsInNjb3JlIjoxMDAsInRhZzEiOiJTbWFydCIsInRhZzIiOiJTT1RBIiwidGltZXN0YW1wIjoxNzY5NzEwNDMyODI4LCJ2ZXJzaW9uIjoiMS4wIn0=","0x732ae6947045c842963b4d5174cccc4f83a4e36ab2d274f3de34252a456b6f36"
"24342240","0x2f976b3a044c07d50e71d7160c466f0d553f00a25bea6b52334bf234880b8aca","150","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0xB833114B7450C1909ABf20Cb9dA4713f6E8d9046","0x3aa1943dff194b3dce76aa53de592f0d34ccad6ff40cf4b863e7ced200a520ee","1","95","0","useful","","","data:application/json;base64,eyJjb21tZW50IjoiRXRoeSBtYWtlcyB0cmFkaW5nIGEgbG90IGVhc2llciBmb3IgbWUuIEkgY2FuIHNldCB1cCBteSBvd24gc3RyYXRlZ2llcyBhcyBhdXRvbWF0aW9ucyBhbmQganVzdCBsZXQgdGhlbSBydW4gd2l0aG91dCBoYXZpbmcgdG8gd2F0Y2ggdGhlIG1hcmtldCBhbGwgZGF5LiBsb3ZlIGl0LiIsInNjb3JlIjo5NSwidGFnMSI6InVzZWZ1bCIsInRhZzIiOm51bGwsInRpbWVzdGFtcCI6MTc2OTcxMDUyOTU3NywidmVyc2lvbiI6IjEuMCJ9","0xd1f11af012300432b51a70c235f77b0ab6dd820cabbd4523bc183c5c0354cd20"
"24342250","0xa7b051e9107ab4bd9f09400c82c4025935def57f0b2773a6d1edcf31c6c23a50","437","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9750","0x35766BE7Fa027F26717B3b4B4fAf2aE7fE2ec26a","0x69b4fc4359ff162777ccca3cb17e815b14d594e11a238208f019e829c3d7e127","1","100","0","Wonderful","Best Yield","","data:application/json;base64,eyJjb21tZW50IjoiSmVmZiBaeWZhaSBhZ2VudCBpcyB0aGUgYmVzdCBEZUZpIGV4cGVyaWVuY2UgSSBldmVyIGhhZC4gSGUgZmluZHMgdGhlIGJlc3Qgc3RhYmxlY29pbiB5aWVsZHMgb24gYXV0byBtb2RlIGFuZCBhbHNvIGdldHMgdGhlIGJlc3QgZW1pc3Npb25zIGluY2VudGl2ZXMgZnJvbSBUaGlyZGZ5IHByb3RvY29sIGF1dG9tYXRpY2FsbHkgZXZlcnkgVGh1cnNkYXkuIEkgZGVwb3NpdCBvbmNlIGFuZCBnZXQgY29uc3RhbnQgeWllbGQgb24gbXkgc3RhYmxlICsgdGhlIGVtaXNzaW9ucyBpbiBvMzMgd2hpY2ggYXV0byBjb21wb3VuZHMgd2l0aG91dCBkb2luZyBhbnl0aGluZy4gSGUgYWxzbyB2b3RlcyBmb3IgbWUuIEJlc3QgRGVGaSBleHBlcmllbmNlIGV2ZXIuIiwic2NvcmUiOjEwMCwidGFnMSI6IldvbmRlcmZ1bCIsInRhZzIiOiJCZXN0IFlpZWxkIiwidGltZXN0YW1wIjoxNzY5NzEwNjMyMzMwLCJ2ZXJzaW9uIjoiMS4wIn0=","0xc9358e295ae83e2445e0d34e2b60ecb454787e1791e9bce4da723f84934874cd"
"24342260","0xc4feaec18a9c4297b83c309dda77c32f14a6957bda94b8fc2e234a136a3a1401","274","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9750","0xDe73315cc0bF6728Bbb2EAc72683ea7e9e77B84d","0x87ef372fa0bc18c38f3c64ff4da209c8dac3db34cdaf2b35aa10008cbe46579f","1","97","0","defi","yield-optimizati","","ipfs://QmVgWcaznm7fsmyz82j3KxTXHLw2A7cuAnd6YoQDiX1M5n","0x81059350537428addec9e61434b643675b1ddc3b6134f3b4ea0b6b1b6aadd055"
"24342286","0xa10f1842763716dd1cd6eb3d255768e04e36c06c2d24cb562d01d93a48ff3fa5","247","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x0266CBDfDc09A48Fb2c8E4803371E9dff343e68c","0xe298707865dc9cb9ed0f5d99533d29d03565c6187b7044f2520571b431068a68","1","80","0","Automatic","memory","","ipfs://QmdNjs25Af5JEHkwqHg9U7VBBu6FpuC3gTBvpL4jcbXS8Y","0x1be79d4eaf4d1de2ceada1cb45f0c32eb3497c3801528a474d6dbae2768f2912"
"24342312","0xe56329149e0be75f5b077d4a97e5bf51a3eb1fb5205d490a7a786997aa003d5e","422","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0xfE2Dd9C25c89a57c544Ca7F82581eD4403D597fb","0x82691774c60aa33ce2325a6a3b47912cef6f9277bb53f87bd2527ef06f75456b","1","100","0","defai","x402","","data:application/json;base64,eyJjb21tZW50IjoiQ2FwdGFpbiBEYWNraWUgdmVyeSBnb29kIEFnZW50Iiwic2NvcmUiOjEwMCwidGFnMSI6ImRlZmFpIiwidGFnMiI6Ing0MDIiLCJ0aW1lc3RhbXAiOjE3Njk3MTEzOTM0NTcsInZlcnNpb24iOiIxLjAifQ==","0x416b6d2dc5346ead6860cd4199b90f6016cb05ca458897e3417e3d97d42e6059"
"24342346","0x17913c3ccac1e26ec725b79d4555d080df63ff3b9d759009b8ec8364aeeb3d15","579","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6817","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xa8dae9b555011d119186698e9c3ac10ea4db14c9780aa0d040dd47e9bfc6f41f","1","90","0","Good","Good","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342350","0x2f16863883fec5b7705b13089b3f74f364a295d84db31bf9bf99a02db4b1ce57","955","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6940","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xa8dae9b555011d119186698e9c3ac10ea4db14c9780aa0d040dd47e9bfc6f41f","1","90","0","Good","Good","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342351","0x0dbbecf215efe312b8d63416bb3ff177c26001eae73d39d680842364f685a68a","487","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6996","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xa8dae9b555011d119186698e9c3ac10ea4db14c9780aa0d040dd47e9bfc6f41f","1","90","0","Good","Good","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342375","0xcbc425945dbf5626e4311771fb68cbca77d94ea7d02ee96de1c295cfcf4304d1","98","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x24ED5cA2BFD575Df34cb56E46EBd88d2e80B3EAC","0xbae919b466454e3a8a9b9564de1e3ceab9228bc864ee1dcd942a06534b9e655d","1","100","0","Smartest fin AI","Super helpful","","data:application/json;base64,eyJjb21tZW50IjoiSSBsb3ZlIE1pbmFyYSBhbmQgZXNwZWNpYWxseSB0aGVpciBhZ2VudC4gSXTigJlzIG5vdCBqdXN0IGZvcnR1bmUgdGhhdCBNaW5hcmEgZ290IDY4ODggbnVtYmVyLiBHRU0hIiwic2NvcmUiOjEwMCwidGFnMSI6IlNtYXJ0ZXN0IGZpbiBBSSIsInRhZzIiOiJTdXBlciBoZWxwZnVsIiwidGltZXN0YW1wIjoxNzY5NzEyMTQxOTAwLCJ2ZXJzaW9uIjoiMS4wIn0=","0xc0aa5a833b0bd3d0d335d6a84430c764df0f3cad5ec9388d1e380976b72f2ac4"
"24342379","0x5c886d053658273a61203aa09abef96c2585273b47cf639ab30c7da7f40b116d","544","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9750","0xc41b6C2BadBB745Ca7cE08B7d7e609a142876cb9","0x7b2c2e816dfc5d1559e45a2b4339619af7e307ae95080925037adf7614218a3a","1","100","0","AI Agent","Stable Yield","","data:application/json;base64,eyJjb21tZW50IjoiSmVmZiBaeWZhaSBtYWRlIERlRmkgZWZmb3J0bGVzcy4gRGVwb3NpdGVkIG15IFdFVEggb25jZSBhbmQgdGhlIGFnZW50IGhhbmRsZWQgZXZlcnl0aGluZy4gV2FsbGV0IHNldHVwLCBmaW5kaW5nIG9wdGltYWwgV0VUSCB5aWVsZHMsIGFuZCBhdXRvbWF0aWMgcmViYWxhbmNpbmcuIFRoZSBkdWFsLUFQWSBtb2RlbCBkZWxpdmVycyBiYXNlIHlpZWxkIHBsdXMgVGhpcmRmeSBlbWlzc2lvbnMgaW4gbzMzIGV2ZXJ5IFRodXJzZGF5LCBhbGwgYXV0by1jb21wb3VuZGluZy4gTm8gbWFudWFsIGNsYWltcywgbm8gbWlzc2VkIHJld2FyZHMuIEhlIGV2ZW4gdm90ZXMgb24gZ292ZXJuYW5jZSBmb3IgbWUuIEp1c3Qgc2V0IGl0IGFuZCBmb3JnZXQgaXQuIEhhbmRzIGRvd24gdGhlIHNtb290aGVzdCB5aWVsZCBleHBlcmllbmNlIEkndmUgaGFkIGluIERlRmkuIiwic2NvcmUiOjEwMCwidGFnMSI6IkFJIEFnZW50IiwidGFnMiI6IlN0YWJsZSBZaWVsZCIsInRpbWVzdGFtcCI6MTc2OTcxMjE3OTk2NCwidmVyc2lvbiI6IjEuMCJ9","0x340504c395f4160325ca39ebeba0a63bd9b91ca0c210fbbc24fc46977b778d8d"
"24342382","0x9972345340503ed770ca78bcf408c6c3b386fd33900d9cdfebd18472faf74340","296","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x1e2aAf59F027c71Fd047bbFE7e0Ebe06a9b18A04","0xf4307956d9a7bce28e4d06a843f2314d83571b62ea0449299e8333f15f247049","1","80","0","prominent","successful","","ipfs://Qmbrh9XwbFkUvp94ZNrkHjFe2qoknhHa7FY5rSuHJCYheV","0xf4150ccff6f1d3938502395c1be30a6d3e824ba3d3805ea837046d28ba8ed140"
"24342387","0x335c1b347f1d55267179977a687a613d41ebb610ca6aa453e8a1f75d244d21a7","182","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x2D9Eaf1874eb27CF8517B688D8ab3e1ec7591cE6","0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470","1","100","0","","","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342396","0xdd2134cf22e212d3ecd8d0125149f4e2751edb658c52ad125262aa187464d1ae","444","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6817","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xbf438b4ebde0e5c6dc02f1c0a81678ee4b273a9a1c130b7ec69068311c1d2650","2","100","0","Excellent","Excellent","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342397","0x61f993aa3278298ec8fb56428758e1066c2d5919964ca50858049a29154ceb12","577","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6940","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xbf438b4ebde0e5c6dc02f1c0a81678ee4b273a9a1c130b7ec69068311c1d2650","2","100","0","Excellent","Excellent","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342398","0xd3abd21e3768ea2eb5a214b434379bb5311d47ae5d024f2284a4f354517c1955","751","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6996","0x4930ebbc5A8A9C63A021f33714867cAc0339783C","0xbf438b4ebde0e5c6dc02f1c0a81678ee4b273a9a1c130b7ec69068311c1d2650","2","100","0","Excellent","Excellent","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342412","0x689cf6eed6b5783d54fa816493e4e353ca98e68b09f5ce50d74bad9d989e66d5","105","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0xb9b0252F780Ef21Aa3c8B3D6Bd6eA19c0231eDC3","0x771fd43594782a3e23ed017f82ae16672751ca52a84a89b59b20c9b9e6422107","1","100","0","fast","","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342412","0x94b0dd60d4a42dddc53bf78710255b5eeab92021f72b7b2746cde1c210129276","238","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0x6fB4E5f10976d8463c13dFb3779Ee7B6f56E9535","0x82691774c60aa33ce2325a6a3b47912cef6f9277bb53f87bd2527ef06f75456b","1","80","0","defai","x402","","data:application/json;base64,eyJjb21tZW50IjoiSSd2ZSB1c2VkIHRoaXMgYWdlbnQgYW5kIHRoZWlyIHg0MDIgQVBJcyBhbHNvLCBhbGwgZ29vZCIsInNjb3JlIjo4MCwidGFnMSI6ImRlZmFpIiwidGFnMiI6Ing0MDIiLCJ0aW1lc3RhbXAiOjE3Njk3MTI1OTE3MjIsInZlcnNpb24iOiIxLjAifQ==","0xb64c20275946c6fe420a3680f732469d70e3f34e9f5a5c9e514f5446ddd6b593"
"24342419","0xc78d12a4ba6f846fbab0d1167b39d2dc77b7e227b6c6252a5ef6889b3aa59d5f","578","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0xAC97563261C03369724Ddc420D747A74FAb60841","0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470","1","80","0","","","","data:application/json;base64,eyJjb21tZW50IjoiODAwNCIsInNjb3JlIjo4MCwidGFnMSI6bnVsbCwidGFnMiI6bnVsbCwidGltZXN0YW1wIjoxNzY5NzEyNjc4NjQ5LCJ2ZXJzaW9uIjoiMS4wIn0=","0x5d9fbffd4c598eb5fd0dba50a48876547a239124959885c15e75d6d1edf57cd2"
"24342432","0x6a9af290e1c4472c0fbf87ca1948bb2a484b20952a4615b6aa6698cf1f4cd99a","1257","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9382","0x476FFF09a555C223e98c1E8571676FcCA7Af9849","0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6","1","80","0","x402","defai","","data:application/json;base64,eyJjb21tZW50IjoiSSB1c2UgdGhpcyBhZ2VudCBldmVyeSBkYXkgZm9yIG15IGRhaWx5IHN3YXAiLCJzY29yZSI6ODAsInRhZzEiOiJ4NDAyIiwidGFnMiI6ImRlZmFpIiwidGltZXN0YW1wIjoxNzY5NzEyNzM2NDI3LCJ2ZXJzaW9uIjoiMS4wIn0=","0xdf386ea12d0bb1ee6f710052ad0a45279945a6036955c003b3704e70d037a513"
"24342437","0xba06052ad1e4869a16a140dcecbb457a2da5e492a0a9bedbb717388e42e315b7","167","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x0dfad89ab6bB91897F26B4353C2d051b457B18e2","0x987008e4a77f52e55e078bb93f0b11628ac301add423ccef038534257cd4b14c","1","100","0","GameChanger","Scalable","","ipfs://QmTi6K3Dm5vFV2ZgMXKPLTh2GsJotFwJ1P9RNwaHn59n1W","0xfe45f15c94a7f32aff84f1f0680c0af96f421de6989b7a55c685b8d45a7d52c4"
"24342443","0x2ec3f0cee34a3eaae4d2fd020e050df41e5b6dff3a0d354fe4c88943db7fad86","703","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x635843f9914D17b3B33F2961052F8b19c5760eed","0x3a5055d32a4e4f382c7c816b495364f339a6ce52c2a1e6e65de50a184ca87d86","1","100","0","excellent","","","data:application/json;base64,eyJjb21tZW50IjoicXVpY2sgYW5kIGNoZWFwIHRyYWRpbmcsIHJlY29tbWVuZGVkIiwic2NvcmUiOjEwMCwidGFnMSI6ImV4Y2VsbGVudCIsInRhZzIiOm51bGwsInRpbWVzdGFtcCI6MTc2OTcxMjkzNjU4NywidmVyc2lvbiI6IjEuMCJ9","0x8508d020d592b87d39e4b30a331f0b0e3b8d90a8d3b0572c63937348faf1315f"
"24342485","0x99865358f7187dc62061f54e556c83d3c969893b7a0cd9255cc05293b4016faf","460","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x8495F9EBeB3Aa7B39b21F6650A1029F54b211d5F","0xda89e723a2568898bda8ebde56af45bab7282c0dc2d089fb0552eafbdfce1ec6","1","98","0","convenient to us","fast","","data:application/json;base64,eyJjb21tZW50IjoiUmVhbGx5IGltcHJlc3NlZCB3aXRoIG1pbmFyYS5haSDigJQgZXZlcnl0aGluZyB3b3JrcyBzbW9vdGhseSwgdHJhbnNwYXJlbnQgc3lzdGVtLCBhbmQgZ3JlYXQgcG90ZW50aWFsLiIsInNjb3JlIjo5OCwidGFnMSI6ImNvbnZlbmllbnQgdG8gdXMiLCJ0YWcyIjoiZmFzdCIsInRpbWVzdGFtcCI6MTc2OTcxMzQ2MDk3MCwidmVyc2lvbiI6IjEuMCJ9","0x26fca4642d39660810c54b5a58bd13ad3803892300715368b2661b9d54e7534c"
"24342488","0x2f82f670b15faa1241f2ad2b78cee37e9c2ba3f41b5577c50eb5d31465c5a0cd","94","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0xE3447CCBb12ba95DF50960CbDDC2EF5E67E76303","0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470","1","100","0","","","","data:application/json;base64,eyJjb21tZW50IjoiQmVzdCBhZ2VudCIsInNjb3JlIjoxMDAsInRhZzEiOm51bGwsInRhZzIiOm51bGwsInRpbWVzdGFtcCI6MTc2OTcxMzQ3MTU5MywidmVyc2lvbiI6IjEuMCJ9","0x467180cb156a6ea28faf0a8f2dd7ac2b37d312f20078ed52d2e167c74943fc24"
"24342492","0xdd14771d8bd9aee8945f36512ad6a81b6e46ecdcf6a70ad40f72a21ff6012ab9","927","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x3820e04f4d00a06338B66e9A1c67BC13b7d069d5","0x94c47375429ec2ee52581f6b5ae5c75bb6a9a017eed4a1fd1a10d4e702fa9af0","1","100","0","pure alpha","gem","","data:application/json;base64,eyJjb21tZW50IjoiYWxsIHZpcnR1YWxzIHRyYW5zYWN0aW9ucyBnbyB0aHJvdWdoIEV0aHkuXG5jaGVjayBYIiwic2NvcmUiOjEwMCwidGFnMSI6InB1cmUgYWxwaGEiLCJ0YWcyIjoiZ2VtIiwidGltZXN0YW1wIjoxNzY5NzEyNzU3NzM0LCJ2ZXJzaW9uIjoiMS4wIn0=","0x8f7fb6ab80eb5b7a6e9dbcd9908ef931e63a01d9d94e2be697d5167f0bdef51b"
"24342492","0x8d925988014c40db746bb3a746c86672cbe9c822aa6a5ff7d3e375e0ecf74eb9","928","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","9380","0x3820e04f4d00a06338B66e9A1c67BC13b7d069d5","0x94c47375429ec2ee52581f6b5ae5c75bb6a9a017eed4a1fd1a10d4e702fa9af0","2","100","0","pure alpha","gem","","data:application/json;base64,eyJjb21tZW50IjoiYWxsIHZpcnR1YWxzIHRyYW5zYWN0aW9ucyBnbyB0aHJvdWdoIEV0aHkuXG5jaGVjayBYIiwic2NvcmUiOjEwMCwidGFnMSI6InB1cmUgYWxwaGEiLCJ0YWcyIjoiZ2VtIiwidGltZXN0YW1wIjoxNzY5NzEzMDYzNjU5LCJ2ZXJzaW9uIjoiMS4wIn0=","0xe14f8a9cec522bb40ae19391b812e66fd7c7ab92dcc28103864ba8966e4cd511"
"24342508","0x69be40383e1094ffcf1ca2fe2afaca2fe37394990002f685ef68fd8e84eb63ca","480","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","6888","0x8495F9EBeB3Aa7B39b21F6650A1029F54b211d5F","0xf1e9f0e4224e5a98aaf35bb8f2017fcf1d1229d1516f638400907d50fac1bf99","2","100","0","Helpful","Fast","","data:application/json;base64,eyJjb21tZW50IjoiTWluYXJhLmFpIGlzIGEgcHJvbWlzaW5nIEFJIHByb2plY3Qgd2l0aCBhIHJlYWxseSB1c2VyLWZyaWVuZGx5IGludGVyZmFjZSBhbmQgYSBjbGVhciBpbmNvbWUgbW9kZWwuIEhpZ2hseSByZWNvbW1lbmRlZCB0byBjaGVjayBpdCBvdXQuIiwic2NvcmUiOjEwMCwidGFnMSI6IkhlbHBmdWwiLCJ0YWcyIjoiRmFzdCIsInRpbWVzdGFtcCI6MTc2OTcxMzc0Mjc0NywidmVyc2lvbiI6IjEuMCJ9","0xecfe1c040500dd785820641151d407fce114838eab1397c5868036081dba7036"
"24342508","0x92cb81e482adbb72abab31503ad43af339eb21750aee072ced1b2792ae2db00e","708","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","10297","0xa1DaEe3EB47f05f857aCA817523F9ff11d95bD71","0xbb6665a196c2385e547c13a9f01e67a963fab9656d3dd7b57ccf50fedf7c668a","1","100","8","nixon","president","","","0x0000000000000000000000000000000000000000000000000000000000000000"
"24342513","0xee8f03881e8cd3cd09e7b080fabbcd7fa0199cf4ceb29b7e2221cf5fd93f9d1f","634","0x8004BAa17C55a88189AE136b182e5fdA19dE9b63","NewFeedback","2364","0x7d9d1821d15B9e0b8Ab98A058361233E255E405D","0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470","1","100","0","","","","data:application/json;base64,eyJjb21tZW50IjoidGVzdGVkIHdpdGggYSBncmVhdCB2YXJpZXR5IG9mIENFWCBhbmQgREVYIHRva2Vucy4gaXQgcmV0dXJuZWQgYWNjdXJhdGUgbWFya2V0IGRhdGEgYW5kIHBsZW50eSBvZiBjb250ZXh0cyAocHJpY2UsIHN1cHBseSwgdm9sdW1lLCByZWxhdGVkIGxpbmtzLCBldGMpLiB2ZXJ5IHVzZWZ1bCIsInNjb3JlIjoxMDAsInRhZzEiOm51bGwsInRhZzIiOm51bGwsInRpbWVzdGFtcCI6MTc2OTcxMzc5NzQ4MSwidmVyc2lvbiI6IjEuMCJ9","0x803e7bfc04d103fef9ef73a6e465eafef8134a524168523eeccefd797fc768b1"
